storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
9e3bbcc7-773f-4be2-8492-eec40467c830,Disability,Deb married the love of her life 23 years ago.,Last year her husband was in a bad accident with a semi.,He was diagnosed with a brain injury and became very ill.,Deb was worried and knew that she would have to take care of him.,She left her husband because of the stress of the accident.
61185eda-7c4b-4af1-b2ec-6a722c82c111,Hard work.,I used to hate practicing things when I was a kid.,"Even if it was something I liked to do, it was hard work.",Eventually I learned the importance of practicing.,Now I love to practice things.,It helps me get better at the thing I like to do.
03899f86-a386-4395-a423-3bac5851c283,Browsing the internet,I was browsing the internet last night.,I read a very interesting article about conserving power.,I took the article to heart and decided to make some changes.,I bought new light bulbs and now I turn the lights off when I leave.,I really think those changes will make an impact on the world!
3eac1a2e-3606-4483-8f34-384aa2102114,Travelling,Last summer I traveled all through asia.,I went to Korea first and that was my favorite place.,I met a lot of really cool people.,I also love the music in Korea.,I wish I could've spent more time in Korea.
7f1bcd28-b86e-414b-99b2-4047bfcfcf83,Catan,Me and my friends were playing Catan the other day.,"We love to play, and we play all the time.",I'm not very good at it though.,And my friends give me a hard time about it sometimes.,It doesn't matter though because one day I'll win a game of Catan.
83c6410b-3320-4af9-aaa4-7dd030b42eb2,Going to a baseball game,Yesterday I went to a baseball game with my dad.,We were so happy when the home team won the game!,Later that night we went out to throw around a baseball.,We talked about the fun we had at the game.,I love going to baseball games with my dad.
800ea2c8-e2be-4d9b-b88f-e425db2dd2c6,Walk to the park.,I went out for a walk in the park the other day.,While I was out walking I saw some of my friends.,We decided to hang out in the park for a little bit.,After hanging out together we continued walking our separate ways.,I love walking with my friends.
e6c7148e-8d27-4a51-a262-db8463f21eb8,Oreo thins,I love to eat Oreos.,But I'm on a diet.,Then I saw a commercial for Oreo's that were thin.,I rushed to the store to buy a pack.,The Oreo thins taste just like the original sized ones!
2262a1b1-1d46-4e12-b2b8-8062f7fdda38,Boyfriends galore,Krisstina has been divorced for the second time.,But that hasn't stopped her from wanting to find love again.,So she goes on a lot of dates.,In the past year she has had 6 live in boyfriends.,Krisstina is now looking for her 7th boyfriend.
8df877c4-d5d4-47db-afbb-1b8896f73c3e,Once a cheater always a cheater,Raquel met her husband 15 years ago.,He had a girlfriend he was cheating on that she didn't know about.,She was already in love with him so she fought to marry him.,"Unfortunately, her husband didn't think that highly of their marriage.",He cheated on Raquel the same way he cheated on the girl before her.
8e2fd895-8f13-4192-91fb-bdab618f9017,The one,Mark liked to date a lot of girls.,One day he met a girl named Jessica.,She got along with Mark better than any other girl.,Jessica told Mark she wanted a commitment from him.,Mark felt the same and stopped seeing other girls.
478c6298-33c0-462f-8998-2c87eb866827,Giving up Tinder,Peta just ended a 15 year relationship.,She has decided to start dating.,So she turned to Tinder and made an account.,After just 1 month she decided that Tinder was not for her.,Peta canceled her account and gave up on Tinder as a dating source.
8340447c-0ef7-476f-ab95-3f4898bbc3ae,Gold digger,Ginger doesn't like to work.,She has set a goal of becoming a gold digger.,So she signed up for a gold diggers dating site.,She met someone and they actually had a connection.,Now she gets to be a gold digger with a connection to him as well.
efc8be2b-1579-4875-b05e-a4e41d45c73f,Name remains unchanged,Cece married her high school sweetheart.,They had three children together.,Her husband cheated on her and they got a divorce.,He demanded she change her last name and not use his.,Cece refused his demands because her children have the same last name.
afbb8e2d-ba3b-4667-ac0f-0866d7d50981,Tragedy at the babysitters,Zoe's parents dropped her off at her babysitters at 6am on a Monday.,They have done this for 7 months straight.,The babysitter is close to the family and they love her.,After her lunch was fed to her Zoe fell asleep.,She would not wake up from her nap and sadly she passed in her sleep.
f39c669d-5aec-47b0-b4ba-2e06889bbf98,Marriage and Divorce,Rena and Jerry went to highschool together.,They immediately fell in love.,As soon as they were of age they got married.,Unfortunately they couldn't make it work as a married couple.,So they filed for divorce but remained friends.
4654b6fb-4cdf-4d66-96ea-3a11c948d4e5,Writing a paper.,I had a big paper due last month for class.,I love writing papers so I was happy to do it.,I spent a lot of time to make sure my grammar was good.,I turned the paper in early and got a good grade on it.,I can't wait to write another paper for class.
7d6a9aa4-61e1-4716-aa2f-01712370bf6e,Quitting,Ryan wanted to quit smoking.,He could never find the determination to quit.,Ryan got bad news from the doctor.,He had early signs of heart disease.,Ryan had a reason to quit.
3415adc6-e727-4f24-ac94-a16fc8837521,Visiting the Grandson,My wife's coworker (Sara) recently visited her husband's grandson.,They do not see him often.,"Her husband and daughter have an on again, off again relationship.","Sara wanted to see the grandson next week, but the husband said no.",Her husband said he had a fight with his daughter again.
8310a34d-7b27-4262-a206-5f4ad36d4a1f,My Dad,My dad died when I was 22 years old.,He had a heart attack unexpectedly.,He woke up with chest pain one morning.,He went to the hospital to check it out.,He never came back home.
5646fe53-2ea8-43b0-a2a6-3cd784fb2a79,Heart Beat,The man's heart beat felt strange.,He went to the doctor.,The doctor said he had an irregular heartbeat.,He was forbidden to have caffeine and sugar.,His heartbeat returned to normal.
ee6ac732-64d0-4658-b252-f75eb4fefd20,Grant wants to be a star,Grant was not going anywhere in life.,He always had a passion for acting and loved movies.,He decided to make a bold move.,He decided to move to Hollywood and try his luck.,Grant continues to struggle but he knows one day he will make it!
44a7aabd-7401-46ec-98e6-d6e1918310e2,Better off Alone,MJ wasn't happy in her relationship.,"On paper, it was perfect.",She couldn't understand why she wasn't happy.,She did the difficult thing.,Now MJ is single.
859a95f8-ad2d-4e35-8583-1a6fbca807a0,Stevie takes a chance,Stevie is having trouble finding a good partner.,He has searched the bar scene.,He even tried the internet.,Stevie is completely desperate to find love.,Stevie decides to try his luck on a blind date.
7e87dce3-b985-42cc-a7db-d9b0244c3af2,Basketball Tournament,My nephew's best friend died of a heart attack at 17.,He and his friends organized a basketball tournament.,The proceeds were donated to the heart association.,"After a few years, people forgot about the friend.",The tournament was canceled.
3903aed4-b3bc-4205-beca-0bd0433e1715,Accidental Proposal,Shane had been in a relationship for three years.,His girlfriend was always hinting for him to propose.,He didn't want to get married at this time in his life.,When they were dinner he bent down to tie his shoe.,"She thought he was proposing and said yes, the wedding is in June."
74c902b2-92f0-4cec-bd29-7bc8a716d012,A cold walk,I love going for walks during the winter.,I have a lot of fun walking in the cold air.,"Last night though, it was way too cold.",I my ears got very cold and I cut my walk short.,I'll never go on a walk in the winter again.
5517ce19-50bb-4376-a411-3c08e07c9b0b,Busted,"Jay really liked a girl in his Algebra class, Mary.",Jay decided to write Mary a poem.,Jay picked his favorite love ballad and copied the lyrics down.,He passed this off as his own creation and gave it to Mary.,Mary chuckled and told Chris that was her favorite song.
fcdb49a4-afd0-4356-8fab-a3e09fda8cf6,Lexi wants to be a singer,Lexi had a passion for singing and music.,She wanted to sing but was very nervous about performing.,Lexi finally got the courage to try to sing.,She entered a local talent show in her home town.,Lexi took the stage and realized her dreams.
dfd0a67b-25d4-43ff-8db0-fd679f4735b1,Lovestoned,Gavin wanted to convince a girl that he was worthy of a date from her.,Gavin showed her his muscles but she was not impressed.,Gavin gave her flowers but she declined.,Gavin wrote her a love letter and sang to her face.,She was ecstatic and agreed to Gavin's date.
2db0f235-6e00-48b9-aae2-f7bf94354155,"David Lucks Out, In More Ways Than One",David's family couldn't afford to send him to college.,"Luckily, a friend of his dad's said he could intern for him.","The man ran a small newspaper, and he trained David to be a reporter.",David lived at the man's house while he was learning the business.,"The man had a daughter around David's age, and they fell in love."
d2117623-b3db-4fe3-a458-e1047a7f9e4e,In Love,Chad had been friends with Will for thirteen years.,He was basically family.,The fact that Chad was in love with Will's sister caused a problem.,He had basically watched her grow up from a child.,Will just wanted Chad to be happy so he supported it after a while.
ae239fae-2e9f-4821-b64a-f053096758ff,Amicable Divorce,Gary was sad that he was divorcing his wife.,"However, Gary knew his wife was in love with someone else.","At the proceedings, Gary and his ex wife agreed on things amicably.","After the proceedings, Gary wished his ex wife the best, and left.","Gary was sad, but glad they could resolve things amicably."
4e7526da-ebe5-4f21-b0b8-a5a26c349e34,True Prediction,My sister in-law's husband S was an alcoholic.,S got drunk three times a week.,One day S had a heart attack.,The doctor said S would die in six months unless he stopped drinking.,"S continued to drink, and died in four months."
14652e3a-911c-4a55-a791-d3e5ee5138cc,Caregiver,Cindy liked taking care of people.,So she became a caregiver.,"Everyday, she took care of an old man inside his home.",And they developed a close relationship.,Cindy was glad she chose such a rewarding job.
292eb785-82ad-4e41-a207-50de796a2525,Bean Sprout,Fern went to the animal shelter.,She saw a munchkin puppy with a deformity.,She instantly fell in love with his odd looks.,Fern lovingly named him Bean Sprout.,Now Fern and Bean Sprout live together like best friends.
446701e4-f761-4810-b9bc-fff0f062127f,Jane buys a new car,Jane is in need of a new car.,She's a bit nervous about making a big commitment.,Jane heads to the dealership to see what they have.,Jane talks to a very nice salesman.,He sales Jane a brand new Car and Jane totally loves it.
0033f35a-0bd1-4470-a9ee-306ef9fcc53a,Movie Date,I invited Sarah to a movie with me.,"As I picked her up, my heart was beating fast.","But her voice helped calm it, as we sat close inside the theater.","As we speak there time stopped, and I leaned in for a kiss.","We sat there for awhile talking about the future, I'd fallen for her."
ebf0504e-6e70-40b2-812f-9f5655b1007a,Heart condition,Cara hasn't been feeling well.,She notices that she is short of breath a lot of the time.,She also notices that she's nauseated for no reason.,So she goes to the Doctor who orders numerous tests.,Test reveals that Cara has an abnormal heart rhythm.
db217361-3414-4cdc-b05a-7abb9a19eff3,Came on Time,Sam's boyfriend broke up with her.,She went into depression since they had an eight year relationship.,She tried to choke herself to death.,Luckily Sam's brother heard a noise upstairs.,He took control of Sam before she killed herself.
44bde659-c6d2-4589-8e81-6147739a8742,Suki Love,Suki was a sweet foreign exchange student from Japan.,I met Suki one day while walking on campus.,I instantly fell in love with Suki.,I asked her to marry me and stay in America.,"Unbelievably, she said yes!"
42bbd877-c9b8-454e-8e2d-0735e56be7a7,Jon and the Animals,Jon went to the zoo one day with his mom and dad.,Jon instantly fell in love with the beautiful animals.,Jon began studying zoology and ecology.,Jon graduated with honors.,Now Jon is a trainer at the world's largest zoo.
e02b88fc-dbea-42d8-85c2-e6c5a3236b85,Loaning books,Debbie likes romance novels.,She loaned a romance novel to a friend.,Her friend cracked the binding.,Debbie does not like cracked bindings.,Debbie doesn't loan books to friends any more.
53fb510c-4a84-4707-9b8a-2614b444d612,Love over lust,Christopher was a very volatile man.,He slept with a new woman every night.,"He had never planned to fall in love, but when it happened, he froze.",He had no idea what to do with only one woman.,"As she was very sweet, he learned over time and was happy."
81d73aca-3174-45e2-a00d-0002e06c9bf6,Mae in Tokyo,"I once took a trip to Tokyo, Japan.",While I was there I met a pretty girl named Mae.,I quickly fell in love with Mae.,I decided to stay and get to know her and her family.,Now we are married and I live in Japan!
92449466-d0c2-478c-b32c-aa978deea264,wedding bet,When Paul was young he bet his dad he would never get married.,He was so convinced that the idea of marriage was not for him.,But eventually he fell in love with a beautiful girl.,They dated for a few years and he eventually asked her to marry him.,"He paid on his bet, but was so happy for being a happily married man."
9e29b5c1-fd62-4875-a110-f6f3f388a698,Kevin 2,"When my dad found out about Kevin, he invited him over.",Kevin had been a friend of my brother's for years.,"When he got there, my dad told him we would never date each other.",Kevin said it was like a punch in the gut.,"Later, he said he knew I didn't love him and was too young."
65afa50d-2181-4bf9-9c7f-66054fff32d4,Haircut,"Leah had long beautiful hair, but she was cutting it all off.",Her best friend had been diagnosed with cancer and Leah was very sad.,"As a tribute, she was shaving her head and donating all her hair.",She gave it to a wig company called Locks of Love.,Leah's lovely hair went to a grateful girl just like her best friend!
b8f38476-aadf-49af-816f-39fa759620f5,Library,Bea loved to go to the library.,Bea often spent hours on the weekend there.,Bea met a man who shared her same love of reading.,Bea and the man dated the next year and got married.,Bea and her new husband continued to go to the library each week.
999af8a5-d257-4d1d-a3ba-8e2e413cf884,Respecting values,Daphne refused to sleep with men without being married.,"Every time she had a new boyfriend, he'd dump her for that reason.",She was thinking she'd never find love the way she wanted.,"But one day, she found a man with the same values.",They married and only then did they share physical intimacy.
84726c2e-0935-4824-99e4-53772e3d7f64,Loving Day,Gary dubbed today a day of love.,"At work, Gary's coworker proposed to his girlfriend during lunch.","Then as he was going home, Gary saw a newly married couple.","Finally, Gary's brother called him his wife was pregnant.",Gary was filled with joy at all the examples of love he saw today.
eba4ece8-9b51-40ab-b667-50e1bfaf4280,The Fan,Carlos was feeling uneasy.,He had a fan that was a little obsessed with him.,She showed up at Carlos's house and job.,Carlos told her to leave him alone.,"The next day, he found a love note under his windshield wiper."
c74c9ae4-707a-45cf-af7d-2ce901659562,Making Games,Jimmy was a smart kid with an internet connection.,Jimmy liked to hack into his favorite video games.,He would often get inspired by how they were made.,Jimmy made a game out of scratch after learning to script.,He sold his game for a pretty penny after its release.
e561a77e-9f09-43bb-9b17-7f36f437bddf,Randy buys a puppy,Randy was a lonely single man.,He needed a new friend to keep him company.,He wasn't the most social person to begin with.,He sees an ad for a cute puppy in the local newspaper.,Randy decided to buy the puppy and falls in love with his new friend.
5a37f862-8a1d-4a82-8b0a-819cbcdf3e68,Pledge of Allegiance,The school morning announcements began as usual.,The speaker asked everyone to stand for the Pledge of Allegiance.,Mandy put her right hand over her heart and recited it as always.,A boy in her class caught her eye.,He was seated with his head on his desk.
274cbe9b-2970-408d-8dc6-f7ba2de4a3d0,Eddie's gone,Eddy was a mexican immigrant.,He was very so much in love with his american beauty.,They spent so many good times together.,One day eddy gets told he is being deported.,Eddy leaves the country and his love forever.
c0d8f2c6-e663-474a-ba1b-696cec917d3b,Henry gets a date,Henry is looking for love.,He needs to find that special someone.,He looks the bars and shopping malls.,Henry finally finds an online dating service.,Henry finds a cute date for the night out.
c3f2ff80-7b84-40aa-892a-82a745d69be4,The poem,Max wrote a poem about meteorites.,"His mom loved his poem so much, she shared it with a poetry club.","The poetry club gave the poem a prize, they liked it so much.","Max refused to go, because he felt betrayed his poem was shared.","Max regrets not going, now knowing his mom shared it out of love."
a1de6e96-a6d3-4015-83ac-a5b3be1e8bdb,Technology,Sean had a deep interest in robotics.,He lived near a university that specialized in artificial intelligence.,One day he decided to write the department an email about his passion.,A few days passed with no response.,"Finally, he got a reply with an invitation to tour the campus."
61460f55-ba06-4f2a-bf6f-49ef78ce5102,Choke On This,Jim made a special dinner for a love interest.,He spent hours on making the perfect presentation.,His date told him she found it absolutely delicious.,She choked to death on one of his stuffed peppers.,Jim never cooked again.
02df4569-12b2-4755-8a4a-9a83db1b0c21,Playing Checkers,I love to play checkers.,I challenge my brother to play all the time.,I have always won against him.,"Today, my brother won.",I do not love to play checkers any more.
0269a632-4531-4096-9a9d-12fcc53b476b,Negative Candy Hearts,Chad wasn't very romantic.,He had never had a girlfriend during Valentine's Day until now.,He knew he had to buy her a gift of some kind so he went to the store.,He knew she would love some candy hearts.,They were actually negative hearts that made his girlfriend cry.
2dbe12fa-0a20-4fac-82b6-a0c868be76b1,The Champagne,It was a very special occasion.,Leah and Tony had been married for 30 years!,They opened a special bottle of champagne.,They were excited to celebrate each other.,They were more in love than they had ever been.
8737862f-2d32-412a-aba2-22435c0f5b2d,cringey LDR,I met my first love online.,"We talked for months, planning to meet.","However, he lied about his age.",He was really 44 and I was 18.,"I don't date liar, so we broke up, and I never heard from him again."
4bc92b43-58b8-4561-9b6e-46cc743f5a74,Jacky gets a dog,Jacky is out doing some shopping one day.,She decided to stop by a clothing store in the mall.,As she leaves the store she sees a dog in the window of a pet shop.,She decides to go inside and look around.,She falls in love with the dog and takes him home.
3a648323-f106-48fe-9fbc-5b7bb778869e,Love,The man moved into the retirement home.,He met a lady there.,They went to bingo together.,They fell in love.,They got married.
db6ebe37-1a2d-443e-bf48-0ff9b0777b60,Summer Camp,Neil begged his parents to send him to summer camp.,Finally they agreed.,"Neil was ecstatic, sure he'd love it.","But when he arrived, he was instantly very homesick!",He spent the whole time waiting to return home!
5f750682-de92-4758-98c2-b876fcabe85b,Low Self-esteem,Benny tried to practice cheerleading during recess.,The other boys in the class made fun of him.,This included calling him several names.,Benny felt embarrassed.,"Although cheer leading was his passion, he decided to stop."
a9b5d95f-d160-4cc6-9017-d692882c7dcb,Old House,Gary was recently looking for a house to purchase.,Gary and his realtor looked at various houses.,"Finally, Gary saw a old Victorian house that he fell in love with.","Gary put in an offer, and anxiously waited.",Gary was thrilled when his realtor informed him he got the house.
0180b49d-dbd1-46a9-8b53-5296432600c1,James and His Girlfriend,James recently met a woman who he really liked.,They had their first date at the beach near his home.,After their first date they became inseparable.,He plans on proposing to her in the near future.,James is so happy now that he found his true love.
0b3757c0-279a-4222-8bb9-63e8b9ff6a3f,Close,Kate was standing on a kids chair to reach a high shelf.,She was trying to get off the chair.,But the chair began to flip.,She jumped off the falling chair to keep from falling.,She sat on the chair laughing with her hand over her racing heart.
b267b01d-2c05-4f97-86dd-a634bc60060b,Dan's heartbreak,Dan is a man in love with his girlfriend.,He has plans to propose to her.,On the evening he is set to purpose.,He gets down on one knee and asks his girlfriend to marry him.,She tells Dan no and that they should see other people.
99366e72-3526-4147-8a61-f290d14e5e16,Bob's Unfortunate Vacation,Bill was on vacation.,He got a call from his boss asking him to work.,Bob had to work for a few hours on his laptop.,He used the data from his cell phone connection.,Bob was charged $220 for his data usage.
71ca8a6b-5e20-468f-b1f3-146dbde8b0ae,Booted,I once joined a book club that really was meant for girls.,The books they read were all romance stories.,I read them and tried to make a good impression on the women.,I even did research on the books so I could sound smarter.,"Halfway through the third book, they voted me out of the club!"
a22965ad-212f-46c8-a8a3-bc49106e603c,Valentine's Day,Ray handed out Valentines Day cards to everyone at work.,He had a very special one telling Sarah how he felt about her.,He marked the envelope with a single heart.,When he looked around the office he saw Laura opening Sarah's card.,Laura was now in love with Ray.
eb96af00-9838-4d30-a9fa-0bc6caaa6bd8,Randy calls it quits,Randy was raising his 2 boys in his mobile home.,He met another woman who came over to use the phone everyday.,The two fell in love.,The other woman was moving away and wanted Randy to come with her.,Randy chose the awful looking woman over his own children.
147f3ef2-42e5-4d61-a7cc-0357f0019f82,tiny zoo,Rachael used to love playing with her Tiny Zoo App.,She would feed them and get a bunch of different animals.,She had unicorns and other exotic creatures in there.,She probably spent over a couple hundred dollars on the game.,She eventually decided to delete it so she wouldn't spend more money.
805453c7-5e24-4381-8392-34bc3d98a39d,She Doesn't Feel Same,Rhuigi was in love with Sasha.,They were just friend but Rhuigi wanted more.,He finally worked up the courage to let her know how he felt.,She told him she didn't feel the same way.,Rhuigi tried to go back to being friends but could handle it.
3b9673e1-1fca-4ff4-8e25-71c9ec3b303d,Depression,Kenneth fell into a big depression.,He had a very hard time reaching out to his friends for help.,He'd take too many medicines to ease the pain.,"And when his friends came over, he didn't recognize them.","With patience and love, he managed to get better over time."
c336755f-0b95-47c6-bad2-4806fcdf2a3a,Skip has dreams,Skip always had a passion for singing.,He would listen and dream of being a big star.,Skip wanted to try but was very nervous.,A talent show was coming up in skip's town.,He decided to face his fears and sing for the crowd.
67523698-c5b9-481b-8ddf-a4896421a62c,Wedding,April and Andy have been together for a month.,They are both young and in love.,They decided to throw a surprise wedding.,They invited all of there friends.,April and Andy are now happily married.
d9630550-4fa2-4ca1-9a63-a17047b9e06e,Lady No More,"Thomasin was an English lady, gentle and refined.","One day, a suitor named Darcy paid her a visit.",Darcy was sexual and a deviant.,He disrobed Thomasin and they made love on the billiard table.,Thomasin no longer considered herself a lady.
a924dff2-5f68-4295-9c12-d7bd4bc7813b,Hypertension,"Since my father destroyed my kidney, I've had high blood pressure.",I've been taking medication to lower it for 20 years.,"The medication controlled my heart rate, so it made me tired always.",The doctor sent me to a nephrologist.,They said there was nothing they could do.
bc7a023d-c96f-4baa-add4-603a6c34a969,The soulmate,Sidney lived in the US.,She met a man that lived in Europe.,She fell in love with him.,"Unfortunately, the man didn't want to move to the US.",So Sidney was forever sad.
2861af3b-7a7d-4d60-b7ce-091701243d0e,Ryan gets the girl,Ryan was a very heavy set man.,He wanted to meet the girl just for him.,He searched all day and night on the internet.,He finally found his true love.,Her name was Abbey and the two got Married.
4927616c-fb60-41e1-803a-f6743dc1f09b,Trouble,Mike was a high school kid who seemed to love trouble.,Mike convinced his buddies to go out with him late one night.,Mike lit some cherry bomb firecrackers and put them in a mailbox.,"The box blew apart, and everyone scattered into the night.","Mike, however, was caught by a neighbor, and got in big trouble."
3312553d-8ad2-484a-99cf-7b9c5f0e2924,Prom Date,Dan wanted to ask Kara to go with him to Prom.,Dan's problem was that he felt anxious about asking her.,So Dan enlisted the help of his buddies.,Dan and five friends went and sang a song under Kara's window.,Kara told Dan she'd love to go the prom with him!
fbc1b00a-adfc-4f81-ab73-78ca09a07737,The Surprise,"I got off work early and went back to my place, expecting a lame night.","As I opened my door, I heard screams from my friends.","They all surprised me for my birthday, as my heart began to flutter.","I went and hugged them all, enjoying their company as we all smiled.",The night progressed and my only thought was I wish it never stopped.
4b6c23ba-0c8a-4d65-8f44-4695c6a18b06,"Bye, Dad",Vinnie and his dad used to collect bottle caps.,"When Vinnie was in seventh grade, his dad died of a heart attack.","Vinnie carried on collecting bottle caps, keeping them in a shoe box.","When his mom remarried, she put away all his dad's pictures.",He came home from school to find she'd thrown out his bottle caps.
4bdc7356-1436-491c-ada6-cddea88c4325,It was a waste,Mariana was finally engaged to her love.,They spent a lot of time to set up a wedding.,"The groom however, ended up backing off.",Mariana did not know why.,And all the wedding preparations ended up being a waste of time.
9cae2ef7-6b25-4aef-883b-caa5260be265,Online Dating,Adrian met a girl on an online dating app.,His friends made fun of him for the way they met.,The two met and quickly fell in love.,"After several months, he asked her to marry him.",Adrian now has a beautiful wife!
0f6ba994-9e6e-4157-b59f-9db70afe994c,Points for Standing Up,Henry caught Dan trying to flirt with his girlfriend.,She was scared since Dan was a tall and muscular guy.,Henry tried to stand up for the sake of their relationship.,"As a result, Dan physically abused him.",Henry had to go to the clinic but Dan got suspended.
8704f7f2-26f1-4277-8dcd-b2a1772b2efc,Love Song,Dave really loved a girl named Jen.,Dave wrote a song for Jen.,Dave surprised Jen at school by pulling out his guitar in class.,Dave played the song and sang his heart out.,Jen loved it and now they are a couple.
bafa2310-3d58-4d4c-bc81-d0f00325edf5,First Date,Bobby went to school with a beautiful girl named Cindy.,Bobby had a huge crush on her.,One day Bobby asked Cindy out for a cup of coffee.,Cindy agreed and the two went off to the coffee shop.,Bobby made a great first impression and even got a kiss.
7c2520a0-3039-4616-a929-e98fc694bbd7,Coffee,"During finals week, there was free coffee available in college.",The coffee smelled so good that I helped myself to a cup.,"Immediately after I drank it, my heart began to palpitate.",The caffeine kept me awake all night.,I didn't do well during my final the next day.
b63a12e8-da20-4b96-b873-fb908448443a,Materials,Jim had a passion for construction.,Jim decided one day to open his own business.,He stocked his store with the finest construction materials available.,Jim attracted the attention of major builders in the area.,"Today, Jim's inventory is part of the rebuilt World Trade Center."
d900112c-aa81-4805-83e0-90a5accd2409,Sexy Dance,The couple took dance classes.,The woman was better than the man.,They switched to more like skilled partners.,They fell in love with their new partners.,They all remained friends.
9dd23548-15f4-4caa-b9ce-12284ac58883,Steve and Nancy Get Married,Steve and Nancy had been friends for years.,They were secretly in love the whole time.,One day Nancy decided to move to Europe for a job.,Steve stopped her and told her he loved her.,Nancy didn't go to Europe and they got married.
a268776f-259e-46ef-880a-fa6acbd37c63,Breaking up is hard to do,Fred was unhappy in his relationship.,He wanted to break it up with his girlfriend.,But it was tough.,Finally he pulled her aside and did it.,He felt terrible afterward.
145ccc66-6337-4617-87d6-33bb5cf3cd48,fan fiction romance,Ben was sick of reading fan fiction romance.,He realized he wanted to experience the real thing.,He went to online dating sites.,He even to Craigslist to find a relationship.,"Finally, he acquired a date and began to experience the real thing."
1d38f6dd-8b2a-4503-80e4-8b872edc1694,Neal wants to act,Neal always had a passion for movies.,He always dreamed of being a big star.,Neal decided to move to Hollywood and try his luck.,Neal struggled for months.,Neal continued to work hard and finally landed a gig.
7b3d9dc5-93bc-480b-b55e-85d0d19a8e91,Kittens,Mary likes kittens.,Mary saw a box of kittens at the grocery store.,She brought a kitten home.,Her family fell in love with the kitten.,Now the family is one member larger.
cdd19b8c-d592-49c4-8b9a-a2d9f811c0ff,Going to a bar,Me and my friends like to go to bars on the weekend.,We all meet up at my friends house before we go.,"We have a couple of drinks, then we call a cab.",The cab ride there is the most enjoyable part of the night.,I always love going to bars with my friends.
d8c9a2e6-b3c8-4652-a56e-516975e74c81,Apple Picking,I went apple picking with my sweetheart the other day.,We had a great time picking apples.,She fell and dropped her basket.,Her apples spilled all over the ground.,We had to clean them off before we ate them!
49b70d66-5324-450f-9381-5c0c4ff16121,Not on the Menu,Kate was in love with vanilla bean cheesecake.,But it was only sold at one restaurant.,She went to the restaurant to order it to go.,But it was no longer on their menu.,Kate was very disappointed she couldn't have her cheesecake anymore.
0ac50711-5089-4a23-bb61-2bab8988c9f3,Love Note on the Ground,One day I went for a walk.,"As I was walking, I saw a piece of crumpled paper on the ground.",I picked it up and smoothed it out.,It was a love letter between to middle school aged children.,It was sweet and romantic and I still have it to this day.
85a33af6-8442-4d1f-ad6f-5c3e2161a945,Long Distance,Nolan was vacation in New York City.,This is where he met Janine.,It was love at first sight and they only spent three days together.,Janine and Nolan knew a long distant relationship would be tricky.,After three years of success Nolan finally moved to New York City.
fc9f130b-138b-4935-aa3c-282f398a9b64,World view,"When Emma was born, the world around her felt infinite.","But when she was five, it was as big as her house.",She grew up and saw how vast the real world was.,"But in the end, she ended up in one single room about to die.","She hoped that when she went, she'd embrace infinity again."
cde20e92-9dc3-496a-9892-68caff780d3b,Halloween Fun,Scott and Sam love dressing up for Halloween.,This year they decided to make their own costumes.,Both boys wanted to be aliens.,They had lots of fun making the costumes.,Everyone who saw them told them how great they looked.
a3dce952-beb7-4bc3-967e-481e7c83c447,cancer,Jane found out she had cancer and felt severely broken.,"As a result, she created a bucket list for her remaining time.",She managed to complete it all except one which was to date a boy.,She went on Facebook requesting for a relationship and she found one.,She achieved her biggest desire which was having a relationship.
b6b99ca6-8a31-4e71-95fc-4852e487d913,Earnest dreams of being a star,Earnest was always daydreaming about acting.,He was totally in love with movies.,Earnest wasn't really going anywhere in life.,He decided he was going to give acting a shot.,He packed his bags and headed for The city of Angels.
d326a2d0-8779-4bfb-8da4-b2357aa5efa1,Too loud for trumpet,Miles really liked playing the trumpet.,"But when he moved in a small apartment, he was disturbing everyone.","He'd take his trumpet in the park, but the ducks flew away.",He finally had to go to a music school and rent a room.,There he could play to his heart's content without disturbing anyone.
e0faabfe-31e6-4ed2-a776-144b3688b7ca,Hiding,My niece was in an abusive relationship.,Her boyfriend hit her and their three children.,One day she called her mom Carla for help.,Carla came and found them hiding in the closet.,Luckily the police arrived and arrested the boyfriend.
146ba192-e92f-4f93-816a-398372c02373,Dancing,I love to go dancing with all my friends.,We go out every weekend to dance.,My friends are all jealous of how well I dance.,"I try to teach them all my moves, but they never get it.",I'm really proud of how well I dance.
8e221d83-fba7-4585-92f5-668f8d3d3bae,Love,I never meant for this love to happen.,He told himself as he walked aimlessly through the night.,"Memories flooding his brain, as he focused on the only thing he could.","One foot in front of the other, and you'll reach your destination.","I never meant for things to come undone, but so it goes."
bdb19c5c-d020-4f6a-8cdf-4aa578a66ccf,The Hunt,Megan's heart was pounding.,She was tracking a Grizzly bear.,She found a huge paw print in the mud.,She was getting closer!,Soon she could see it standing far off near the river.
caa2b228-5d57-4158-b5ff-fb8679085550,True Love,Penny and John have been in love with each other for a long time.,Penny met John at work.,She had a fiance at the time they met.,John never lost hope.,"Years later, they are happily married."
c6f36cf1-88ba-463f-8022-4bcfd3535108,Making Up,The woman had her heart broke.,She bought her favorite movie.,She went home to watch it alone.,Her man called to apologize.,They watched the movie together.
cb6836c1-2aab-4c09-9ad1-c0920ad7f812,No Name,Aaron met the most amazing girl at Starbucks.,He swore it was love at first site.,They talked for about an hour before she had to leave.,He was so happy when she gave him her number.,He then realized he didn't even ask her what her name was.
