storyid,storytitle,sentence1,sentence2,sentence3,sentence4,sentence5
02514eea-0dbf-46f9-af9f-4dc02577a212,Pam's leaving,Pam is married to her Husband Jeff.,Things have been really rocky as of late.,Jeff isn't the same person anymore.,Pam decides she can't do the marriage anymore and leaves.,Pam and Jeff get a divorce and go their own ways.
960d14c4-eff9-41fe-b716-27f0db1414bb,Ben gets heartbroken,Ben has been with his girl for 8 months.,While out on a date for ice cream.,Ben's girlfriend tells him things aren't like they used to be.,Ben's girlfriend then tells him it is over.,Ben is heartbroken and goes home to cry.
9e3bbcc7-773f-4be2-8492-eec40467c830,Disability,Deb married the love of her life 23 years ago.,Last year her husband was in a bad accident with a semi.,He was diagnosed with a brain injury and became very ill.,Deb was worried and knew that she would have to take care of him.,She left her husband because of the stress of the accident.
53effaa5-59a1-450b-a328-e6c41556619e,Getting married,I asked my girlfriend to marry me last night.,I took her out to a nice restaurant.,Later we went out for a walk in the park.,I proposed to her on the park bench where we met.,"She said yes, and now we are getting married!"
361107cc-36f0-421a-8937-d2eb06d6649a,Surprise daddy,James and Meg were friends who sometimes slept together.,But one day Meg met a handsome black man who was a doctor.,She started dating the Doctor and immediately got pregnant.,9 months later Meg gave birth to an Asian baby.,James is an Asian man.
2262a1b1-1d46-4e12-b2b8-8062f7fdda38,Boyfriends galore,Krisstina has been divorced for the second time.,But that hasn't stopped her from wanting to find love again.,So she goes on a lot of dates.,In the past year she has had 6 live in boyfriends.,Krisstina is now looking for her 7th boyfriend.
5a000568-a53c-4c3e-9054-91f53a20c06a,Summer camp breakup,Dani and Don met at summer camp.,Dani had a boyfriend who didn't go to camp with her.,Don found himself attracted to Dani and he let her know.,She felt the same for him and they decided to start dating.,Dani immediately sent a breakup letter to her boyfriend the next day.
aa3852be-d367-4ac3-a27d-f81be8f61a59,Deadbeat dad,Bruce married a woman named Kim.,He had 2 sons with her.,The marriage didn't last and they divorced.,Bruce moved out of the state.,He doesn't pay child support or contact his sons.
8df877c4-d5d4-47db-afbb-1b8896f73c3e,Once a cheater always a cheater,Raquel met her husband 15 years ago.,He had a girlfriend he was cheating on that she didn't know about.,She was already in love with him so she fought to marry him.,"Unfortunately, her husband didn't think that highly of their marriage.",He cheated on Raquel the same way he cheated on the girl before her.
ec70f2ae-5b35-4776-8fcc-71996ab3b77b,Bitter exes,Rocky and Bri dated for 3 years.,In those 3 years they had 2 sons.,"They loved their sons, but Rocky and Bri couldn't stop fighting.",They fought so much that they started to hate each other.,Rocky and Bri broke up and are very bitter to one another.
afe9b277-af98-436e-bcee-e29e719293fe,Unfaithful flowers,Renee and Fred were married for 3 years.,One day Fred told Renee he had to go on a business trip for 3 weeks.,She cleaned when he was gone and found a hidden box of receipts.,She discovered that Fred was sending flowers to another woman.,Renee quickly realized that Fred is probably not on a business trip.
478c6298-33c0-462f-8998-2c87eb866827,Giving up Tinder,Peta just ended a 15 year relationship.,She has decided to start dating.,So she turned to Tinder and made an account.,After just 1 month she decided that Tinder was not for her.,Peta canceled her account and gave up on Tinder as a dating source.
8340447c-0ef7-476f-ab95-3f4898bbc3ae,Gold digger,Ginger doesn't like to work.,She has set a goal of becoming a gold digger.,So she signed up for a gold diggers dating site.,She met someone and they actually had a connection.,Now she gets to be a gold digger with a connection to him as well.
ebdc80e0-53d0-49e7-b248-19ce10cf688e,The happy cook,Suzie has always loved to cook since she was a little girl.,She thought she'd be chef at her own restaurant one day.,Instead she got married at 18 and immediately had babies.,She cooked meals for them all day and night.,Suzie never got her restaurant but she is still happily cooking.
49b11691-18ac-4fc8-a020-ace1c2d737bf,Home wrecker,Vera is a very insecure girl that doesn't think highly of herself.,Therefore she has a hard time forming genuine romantic relationships.,Instead she chooses to have affairs with married men.,She wants to be loved but doesn't know how to make it happen.,So she has settled on being a homewrecker and a lifelong mistress.
723adcd9-57b2-4922-aa95-fbdb6ff95262,Finally married,Ginger and John are 40 and started dating when they were 13 years old.,They are still not married and have 3 children together.,Their oldest child was scheduled to marry in November.,Ginger demanded they get married before their child.,John finally proposed and they got married in June.
f8b0f01a-9afc-46d3-b56e-81c786b967e8,Trouble in paradise?,"On July 4th, 2016 Alan and Fran will be married for 13years.",They did not have anything planned to celebrate the day.,Nor did they tell each other Happy Anniversary.,Neither of them seemed to think it was a special day to acknowledge.,Now they're both worried that their marriage might be in trouble.
f11ea613-90eb-4d8b-ba51-4c7c93ec10d7,Rekindling after a tragedy,Kelly and Jeff have been married for 25 years.,They grew apart over the years and were no longer romantic.,One day Jeff fell off of a ladder and became severely injured.,It sparked something and Kelly realized she didn't want to lose Jeff.,They have now decided to go to counseling to help rekindle their fire.
efc8be2b-1579-4875-b05e-a4e41d45c73f,Name remains unchanged,Cece married her high school sweetheart.,They had three children together.,Her husband cheated on her and they got a divorce.,He demanded she change her last name and not use his.,Cece refused his demands because her children have the same last name.
f39c669d-5aec-47b0-b4ba-2e06889bbf98,Marriage and Divorce,Rena and Jerry went to highschool together.,They immediately fell in love.,As soon as they were of age they got married.,Unfortunately they couldn't make it work as a married couple.,So they filed for divorce but remained friends.
bde6b916-beb9-4402-bc77-b46be9e1be3f,The big baby lie,Leslie and Jerry dated in high school.,They were careless and she got pregnant.,Leslie lied to Jerry and said the baby wasn't his.,But when the baby was 5 years old he looked just like Jerry.,The court ordered a DNA test that proved that Jerry is the father.
190965c4-240b-4f4d-8b6c-8e8301cc4970,Redheads,Mario really liked women with red hair.,He thought their hair was especially pretty in the sunlight.,He traveled to Ireland to meet a woman with red hair.,He found several women with gorgeous red hair.,He married the one with the longest hair.
68a75777-9e84-4fad-b1d7-39f29939d335,Larry the Growing Guy,Larry was always nervous around girls.,Larry decided to become a more confident guy.,Larry worked out and expanded his mind by reading more.,Larry found a girl that he really liked.,Now Larry and that girl are dating!
aa077378-4ccd-4893-9517-a79aa8002f2f,Marriage proposal,Tim had been with Kathy for a year.,He really loved her.,He wanted to marry her.,Tim asked for her hand in marriage.,She said yes.
c3fc7863-3536-40dd-9d77-0efe43bc4d6d,Winning Big,Donald was a rich child living off a large inheritance.,He dreamed of owning a lot of real estate.,He bought a big tower with some of his money.,Beautiful women were impressed by this feat and married him.,Donald divorced all but one of them.
f05f1258-2271-4630-a93a-9d3a871fd9c1,Eva,Eva was a foreign student visiting a university in America.,Eva met a student named Matt who she really liked.,Eva and Matt dated for several months.,Eva and Matt decided to get married.,Now Eva is a wife and a citizen of two countries.
3903aed4-b3bc-4205-beca-0bd0433e1715,Accidental Proposal,Shane had been in a relationship for three years.,His girlfriend was always hinting for him to propose.,He didn't want to get married at this time in his life.,When they were dinner he bent down to tie his shoe.,"She thought he was proposing and said yes, the wedding is in June."
f34dd56f-97b2-4562-b1a1-bac257ea8559,Valentine's Day,Tom wanted to give his girlfriend the best Valentine's Day gift ever.,He bought a box of chocolates along with a dozen red roses.,Tom took her out for dinner and presented her with the gifts.,"She was very happy, but surprised when Tom got down on one knee.","Tom asked her to marry him, and it truly was the best gift ever."
b16c965f-874d-44bf-bf22-f7ef41f7188c,Marriage,I loved a man whose religious beliefs were different from mine.,I told my mother that I wanted to marry him.,My mother was very angry and we had a huge fight.,I went ahead and married him anyway.,My mother and I no longer speak to each other.
057d12b3-7550-4462-8d5f-afad6e03a8ec,The proposal,Me and my girlfriend have been dating for over 8 years.,Tomorrow will be the day I finally drop the question.,"I want her to know how special she is to me, how much I adore her.","The problem is, I'm terrible at these things.","It's tomorrow and I want to die, but luckily she gives me life."
cf960c4a-f3fc-43af-8246-93015240b74b,Where is the ring?,James was getting ready to be married when he realized he had no ring.,He called his best man to ask him if he had it.,"As he didn't, they both looked everywhere in James' apartment.","When the wedding was about to start, James still had no ring.",He had to ask for his mom's ring so he wouldn't look like a fool.
44bde659-c6d2-4589-8e81-6147739a8742,Suki Love,Suki was a sweet foreign exchange student from Japan.,I met Suki one day while walking on campus.,I instantly fell in love with Suki.,I asked her to marry me and stay in America.,"Unbelievably, she said yes!"
81d73aca-3174-45e2-a00d-0002e06c9bf6,Mae in Tokyo,"I once took a trip to Tokyo, Japan.",While I was there I met a pretty girl named Mae.,I quickly fell in love with Mae.,I decided to stay and get to know her and her family.,Now we are married and I live in Japan!
92449466-d0c2-478c-b32c-aa978deea264,wedding bet,When Paul was young he bet his dad he would never get married.,He was so convinced that the idea of marriage was not for him.,But eventually he fell in love with a beautiful girl.,They dated for a few years and he eventually asked her to marry him.,"He paid on his bet, but was so happy for being a happily married man."
32d810b3-2bc0-47e9-b4f2-3ea0af0e7e7b,Fertility,Alan didn't want children.,He always looked at them as a burden.,When he got married he started to change his mind.,He went in to get a fertility test to see if he could have a child.,He was devastated to find out he wasn't fertile.
d23f43d7-80d4-4e6c-833a-1f08d6643d68,Kevin,"Kevin was 19 when we met, and I was 12.","I didn't have any interest in him, but he had a car.",It made me more popular because everyone was jealous.,"I wasn't even a teenager yet, dating a college student.","He went into the army, and I broke up with him that summer."
11446614-2229-4383-8524-f686d1ae2808,Ex Wife and Her Baby,Louis had been divorced for five months.,He hadn't seen his wife since the divorce.,He ran into her at the grocery store and was furious.,She was six months pregnant.,Louis realized his ex was having an affair on him.
86600d5e-60de-44e1-b17e-d47feac9501f,Ted finds a date,Ted wasn't very good at dating.,He had been looking for a date for a long time.,A friend suggested an online dating site.,Ted figured he had nothing else to lose.,Ted was able to find a nice date on the website.
b8f38476-aadf-49af-816f-39fa759620f5,Library,Bea loved to go to the library.,Bea often spent hours on the weekend there.,Bea met a man who shared her same love of reading.,Bea and the man dated the next year and got married.,Bea and her new husband continued to go to the library each week.
8f18d691-ae92-4c0d-ba80-d292e63e3ef7,Brad climbs a mountain,Brad was going through a nasty divorce.,He needed to get away and get his mind off of it.,He decided he wanted to climb a mountain.,Brad was very nervous about climbing the mountain.,Brad put all his fears aside and topped the mountain.
999af8a5-d257-4d1d-a3ba-8e2e413cf884,Respecting values,Daphne refused to sleep with men without being married.,"Every time she had a new boyfriend, he'd dump her for that reason.",She was thinking she'd never find love the way she wanted.,"But one day, she found a man with the same values.",They married and only then did they share physical intimacy.
dfeea3e8-ffb5-4927-93d9-49ac953e8ab1,Maid Of Honor,Lila was getting married in two months.,Everything was set except for one important thing.,She couldn't decide who her maid of honor was going to be.,She had two best friends and didn't want to hurt either of them.,She decided to make both of them maid of honor so everyone could win.
84726c2e-0935-4824-99e4-53772e3d7f64,Loving Day,Gary dubbed today a day of love.,"At work, Gary's coworker proposed to his girlfriend during lunch.","Then as he was going home, Gary saw a newly married couple.","Finally, Gary's brother called him his wife was pregnant.",Gary was filled with joy at all the examples of love he saw today.
12248ae8-7d1d-4c5f-9696-80f87a1e17a5,Lovely Wife,Gary was getting married today.,Gary was excited to see his wife in his dress.,"As he walked down the aisle, everyone clapped.","However, when Gary's wife walked down the aisle he was crying.","Gary saw his wife, and her dress, and knew she was lovely."
ec944eaa-d2e5-496d-adcb-67069542afbb,Nicole is scared,Nicole and Corey just started dating.,They have only been together for 1 month.,Corey just told Nicole a story about his ex-girlfriend.,The ex-girlfriend is a stalker who beats up any girl who dates him.,Nicole is now very scared to date Corey.
67548a08-2a08-4658-8704-cbade488c554,He's a Real Treat,Tina's Dad's second wife left him.,She thought she'd have her dad to herself for awhile.,Tina was mistaken because that wasn't the case at all.,He married another woman by the end of the year.,She was almost as much of a jerk as he was.
efb15cd9-4b1d-4ff6-9c49-6c48368dac3d,The Mascot,Scott wanted to date the captain of the cheerleading squad.,He knew she wanted an athletic boyfriend.,He thought the best way to get close was to become the school mascot.,He quickly found out that nobody liked the school mascot.,Scott also found out she was dating the school quarterback.
332163ee-a9b5-480e-ad33-0e1d63703b15,Getting a divorce,Patti's marriage was going sour.,She and her husband were fighting everyday.,Patti was at her wits end.,She finally decided to get a divorce.,Her husband agreed as well.
2033c634-44f0-4e14-9eb6-437375748ef9,Getting married,Susie was getting married.,She couldn't wait.,One problem happened.,It started to rain.,It was rained upon.
c0d8f2c6-e663-474a-ba1b-696cec917d3b,Henry gets a date,Henry is looking for love.,He needs to find that special someone.,He looks the bars and shopping malls.,Henry finally finds an online dating service.,Henry finds a cute date for the night out.
47a7a09a-a063-42db-9e9f-7bb8bb1e5b3d,Katie and her Boyfriend,Katie recently met a young man that she likes.,She has been dating him for more than two months.,They have also taken a trip out of town together.,She is very committed to this man and hopes the same about him.,Katie wants to get married to this young man one day.
af0fa793-c179-424a-9efd-ac15464efdab,Jack gets a Girlfriend,Jack met a girl at school one day.,He and the girl started dating.,One day Jack met the girl's father.,He didn't like Jack.,Jack and his girlfriend had to sneak around and got married.
44a7e05b-6c2f-4db0-8d38-187dbc19d9db,Ring,Yvonne had just recently gotten married.,She wore her wedding ring wherever she went.,"However, one day she misplaced it.",She felt terrible that she could be so forgetful.,"Luckily, she found it tucked away in her purse later on."
14111041-9efd-4500-acc2-aeaad3329d5b,Not ready yet,Kelsi was getting married.,She was getting her makeup done.,It was taking forever.,She was eager to be done.,But she still had another hour left.
2834174e-580a-465f-a5cb-56be8425d66b,New Boyfriend,Christine had recently started dating a new man.,She really wanted to impress him.,She decided to make him dinner at home.,Christine cooked a brand new recipe.,She did a great job on her cooking and the man was impressed with her.
1c4e62bb-90cb-47af-9603-fcd30f1048c4,Amanda leaves Todd,Amanda was a pretty model.,She met Todd over the internet.,The two dated online for a year.,Amanda finally visited Todd.,Todd was very disappointing to Amanda and she broke up with him.
cc30866d-9462-4294-a5d6-c7a7e6d8ecc5,Jannie,Jannie started dating my uncle.,They were both fresh out of bad marriages.,"She was much taller than him, but they came to our house.","We enjoyed having them there, and talked for hours.",They left late that night.
eb7b9817-6887-4b05-a1c4-04b0f0c219eb,Date,Jackie was best friends with Betty.,Jackie started dating a man of a different race.,Jackie's friend Betty stopped taking her phone calls.,Jackie was so hurt to find out that her friend was racist.,Jackie continued to date the man anyway.
2dbe12fa-0a20-4fac-82b6-a0c868be76b1,The Champagne,It was a very special occasion.,Leah and Tony had been married for 30 years!,They opened a special bottle of champagne.,They were excited to celebrate each other.,They were more in love than they had ever been.
a5b475d8-99f9-4cde-8538-11519dbd4131,Ivy Goes On A Date,Ivy feels ready to start dating.,She goes on a date with a guy she met.,They have drinks and some food together.,Afterward he walks her to her car.,Ivy is glad to be dating.
3a648323-f106-48fe-9fbc-5b7bb778869e,Love,The man moved into the retirement home.,He met a lady there.,They went to bingo together.,They fell in love.,They got married.
101be537-c28e-4f7d-901e-f24ecf1356f9,The Truck Driver,Frank was the youngest of seven brothers.,"When he was a teenager, he committed many crimes.","One day, he decided to give up crime and become a truck driver.","On one of his Louisiana stops, he met Joyce.","After dozens of visits, he settled in Louisiana and they were married."
958cdb9b-f948-4be4-be2e-65fed78573d9,Grown Man Selling Barbies,Theo had a very odd career.,He was left a very large barbie doll collection when his grandma died.,He has made over three million dollars selling them on Ebay.,He was always a little embarrassed to tell girls he dated what he did.,They never cared though because he was rich.
b9761344-0485-4a3c-bf7e-2ae545cdcf41,The Proposal,Sam wanted to ask Jen to marry him.,He could not think of a romantic place to propose.,Finally he decided on asking her at a local restaurant.,They ate dinner.,He proposed after dinner when she said yes.
53cd6e02-a0ad-498c-a2c7-3e16cb83e943,Vacation Day,Geoffrey flew to Hawaii on a business trip.,He needed to meet with investors in his new business.,Geoffrey was not accustomed to the weather and fell ill.,He was not able to make a pitch or contract the investors.,Geoffrey went home empty handed and heartbroken.
e16c7873-8fa0-47df-b6a9-460b34daed56,Broke and Alone,The woman caught her husband cheating on her.,She filed for divorce.,She asked the judge for most of the assets.,The judge agreed.,The man was broke and alone.
f53892e9-13b8-426f-9b5f-4c9b27fd5325,Gone For Good,Kate had saved to buy an expensive new leather jacket.,She returned to the store to buy it.,She couldn't find it on the rack.,And there were none in the back according to the sales girl.,Kate was thoroughly heartbroken.
b267b01d-2c05-4f97-86dd-a634bc60060b,Dan's heartbreak,Dan is a man in love with his girlfriend.,He has plans to propose to her.,On the evening he is set to purpose.,He gets down on one knee and asks his girlfriend to marry him.,She tells Dan no and that they should see other people.
5aab4013-01f5-4572-9754-6b799a9b8a8e,The Worst Best Man,Silas was getting married.,His best friend Shawn was the best man.,Shawn didn't show up to the dress rehearsal.,He showed up late to the wedding because he was hungover.,He also forgot the wedding rings which made him the worst man ever.
5f2d65cf-f692-4800-98d7-b392968b8298,Wedding Dinner,Jeff and Ashley just got married today.,They had a wonderful ceremony and reception.,They were so busy walking around greeting all their guests all night.,They were so busy that they didn't get a chance to eat any dinner.,They didn't mind though because they were having such a great night.
dfc0f6ed-ed91-47c7-b407-ed38f93ded13,She Lost Her Kids,Mary is twenty four years old.,She is divorced and the mother of three small children.,Mary has a very bad heroin habit that causes her to neglect her kids.,"One day, child protective services visited Mary's home.","After their visit, Mary's children were removed from the home."
1c1ff641-2e9e-4778-9dab-8fda62a6af6b,First Visit,Kate was visiting her a guy she was dating named Jake at his place.,They had only been on two dates.,All of a sudden there was a knock on the door and a woman's voice.,Kate was upset but contained her anger.,They weren't exclusive so she had no right to be angry.
86782f56-2932-4c7f-b1bb-bb6ebc7e3b52,Popular Girlfriend,Shawn had started dating Wendy two months ago.,He finally introduced her to his friends.,They seemed to really hit it off.,Shawn was excited because everything seemed perfect.,Then Shawn realized everyone liked Wendy more than they liked him.
6d1efe10-c2d5-4c1f-8ac1-e1049f50a237,Proposal,Hugh and Lynn had been dating for several years.,Hugh asked Lynne to a very special date one night.,During the date Hugh Proposed to Lynn.,Lynn said yes to the proposal.,The whole restaurant cheered as they kissed one another.
67523698-c5b9-481b-8ddf-a4896421a62c,Wedding,April and Andy have been together for a month.,They are both young and in love.,They decided to throw a surprise wedding.,They invited all of there friends.,April and Andy are now happily married.
1fbff30a-1f1d-4a3a-9268-e3e41140c558,Home,The woman divorced her husband.,She took the house in the divorce.,The house reminded the woman of her ex.,She sold the house because of that.,She invested the money in a home without memories.
1116abd6-9eed-4260-a341-551196bb9f6c,City Girl,Kelly lived in a big city and she loved it.,She met a nice guy and they started dating.,His name was Ryan and he grew up in the country.,He brought Kelly to his farm and told her he wanted to move there.,Kelly had to dump Ryan because she likes the city too much.
36e2c127-2129-4bbd-8b5f-237ae98a458b,Near a divorce,Tina was unhappy with her marriage.,There was always fighting.,Tina did not know what to do.,She then decided to go to therapy.,Tina then realized they didn't need a divorce.
f7267878-10fe-4f96-8c7f-8296be187dfa,The Dating Site,Jennifer was lonely.,She hadn't had a date in months.,She decided to join a dating site.,She met an amazing guy on the first try!,She was excited to see him again.
2861af3b-7a7d-4d60-b7ce-091701243d0e,Ryan gets the girl,Ryan was a very heavy set man.,He wanted to meet the girl just for him.,He searched all day and night on the internet.,He finally found his true love.,Her name was Abbey and the two got Married.
9cae2ef7-6b25-4aef-883b-caa5260be265,Online Dating,Adrian met a girl on an online dating app.,His friends made fun of him for the way they met.,The two met and quickly fell in love.,"After several months, he asked her to marry him.",Adrian now has a beautiful wife!
75015d47-c286-4886-98ce-347f7360a601,Decision,My coworker is married.,"Her husband was a pre-med major, but did not become a doctor.",She was dating another pre-med major in college.,That person went on to become a doctor.,"She is struggling, but says she still has no regrets."
adee1557-c38e-410c-a135-6ffc5c56366c,Brandy gets a date,Brandy was looking for a date to the movies.,She hadn't dated anyone in a while.,She posted an ad on Craigslist.,She got a lot of responses.,Brandy picked out the best one for her and went on a date.
33fa9bfc-9c46-45f0-893e-20dcf907102b,The catfish,Alana was looking for a boyfriend online.,He found a very handsome man.,He asked her out on a date.,"When they went out, he was very ugly indeed.",So Alana never used online dating again.
a0a3411b-ec9a-4f33-9805-21c0d3e5b7c5,Just Married,The couple got married.,They went on their honeymoon.,They got in a big argument the first night.,They spent the night in different rooms.,They made up the next morning.
89565341-8b25-4189-a1da-b6402c709a4d,Chip wants to be a clown,Chip just wants to do something he loves.,He goes to France to become a clown.,He meets a woman there and asked her to marry him.,The two come back to America.,Chip gets a job working at the rodeo as a clown.
571870ce-9c36-44f8-8f74-8eeba477b61e,Crazy Ex,My brother dated a girl once who seemed a bit off.,Nobody really liked or trusted her.,"When they eventually broke up, she took it bad.",She broke into his house and stabbed him.,My brother is very cautious now.
9dd23548-15f4-4caa-b9ce-12284ac58883,Steve and Nancy Get Married,Steve and Nancy had been friends for years.,They were secretly in love the whole time.,One day Nancy decided to move to Europe for a job.,Steve stopped her and told her he loved her.,Nancy didn't go to Europe and they got married.
145ccc66-6337-4617-87d6-33bb5cf3cd48,fan fiction romance,Ben was sick of reading fan fiction romance.,He realized he wanted to experience the real thing.,He went to online dating sites.,He even to Craigslist to find a relationship.,"Finally, he acquired a date and began to experience the real thing."
008c052f-6987-4ceb-a57c-458653bbe08e,He Can't Photograph,Cris was a great looking guy.,He had one real flaw that made him self conscious.,He could not take a good photo.,Every photo of himself made him look terrible.,The way dating in the modern world worked made this a problem.
6491d5fe-063a-4669-8a05-d70e4e8d820b,Uncle Joe,Joe never married or had kids.,"He was very fond of his sister's son, Paul.",He took him to the movies and taught him how to fish.,"Eventually, his sister said Paul's father didn't like it.","Joe would still visit, but things weren't the same."
848bfad8-0fbb-47e8-a2ef-61619d9b116d,John and His Wife,John and his wife had been married for many years.,His wife was becoming exhausted with her work and kids.,John wanted to do something nice for his wife.,He decided to take her out on a fancy date.,His wife felt much better afterwards.
a33bc7e1-bab5-43cc-80f3-6b504ccb2344,Busted for Self Plagiarism,I wrote a poem in high school for a girl named Jessi.,Jessi and I broke up.,Then I began dating Lee Lee.,I copied the poem I wrote for Jessi and gave it to Lee Lee.,Lee Lee told me that Jessi showed her the poem six months earlier!
b0744de1-d2d5-4af1-a7c0-cb4561e052ae,Ignore Him,Kate's friend Tom had a friend Jake whom she liked.,One night she saw him in a club.,He tried to get her attention.,She knew if they dated it would anger Tom.,She decided to ignore him and keep walking.
caa2b228-5d57-4158-b5ff-fb8679085550,True Love,Penny and John have been in love with each other for a long time.,Penny met John at work.,She had a fiance at the time they met.,John never lost hope.,"Years later, they are happily married."
c38a0ecf-6790-45b3-8170-206b6695a4a5,Abbey breaks up,Abbey was dating a guy named Justin.,The two were together for a few years.,Abbey found Justin doing disgusting things on the computer.,She decided to break up with him over it.,Abbey is glad she dumped him and never looked back.
0ec4ae60-d37b-46c4-86f2-fcc23af9ffdb,Mary Without Bill,Mary and Bill were married for forty years.,Mary took care of Bill as he died of cancer.,The apartment they'd shared seemed so big without him.,"Sometimes she'd sit and talk to him, pretending he was there.",She realized she had to find some way to continue with her life.
c8855b06-d811-4b0b-acb5-76001c2e99de,Vows,Lars was getting married in a day.,"He had one problem, he couldn't write his vows.",He sat down every night for six months but nothing came out.,On the wedding day he still had nothing written.,He went up there and just spoke from the heart and it was perfect.
deefeaae-6f4e-48f3-9453-af9f54aa4b31,Unrequited Matrimony,Bill and Dawn were about to get married.,Bill was waiting at the altar for quite a while.,He sent his best man to find Dawn.,His best man came back with bad news.,Bill cried all that night.
12d6aaa8-a7c1-4a14-9447-76c678438201,Sam Finds a New Girlfriend,Sam was feeling quite sad.,He had recently broken up with his girlfriend.,Sam decided to find another partner.,He signed up for multiple online dating websites.,Sam was able to find another girlfriend utilizing online dating.
08692669-24ad-4d39-9260-64220b910b2b,Jessica gets married,Jessica is a young girl.,She falls in love with an older man.,The older man ask to marry her.,Jessica says yes.,They have a great big wedding.
53b68a09-c5e8-49f1-ba0a-723acc7c8361,Cheating on Sight,Greg asked his wife if he wanted to meet with her at the coffee shop.,She said no since she was about to come home.,"However, she was dating another guy at the moment.",Greg found out when the shop owner told him what she saw.,He became furious and kicked his wife out of the house.
9e01224c-2e7e-4a87-82bf-aee48cb22a54,Bob's heartbreak,Bob is happily married.,He brings home some flowers for his wife.,While looking for his wife he sees her with another man.,Bob throws the flowers down and leaves.,Bob is heartbroken by his wife cheating.
3ae1298a-1139-41fd-b2f2-7652c8328efb,Mary Jane,Tom and Jane met in math class.,They hit it off splendidly.,"They dated for years, even through college.",Tom proposed after five years.,Tom was going to marry Jane.
98088c56-d4a8-41b9-adb2-671f7bfe753d,Moving day,Angela was a single mother to two young boys.,She did it alone for many years.,One day her son's father asked her to marry him.,She agreed and decided to move in with him.,Angela and her boys moved into the large house and we're happy.
743cbb3b-a25b-4cbf-9d65-5bc98173e556,Larry cheats,Larry tells his wife he will be away on a business trip.,Larry really heads to a hotel room.,Larry is spending the night with another woman.,Larry gets a phone call from his wife.,His wife tells him she is outside and asks for a divorce.
a10bb585-f564-4da3-b780-cb0b77f02207,The One,James was a single father for 5 years.,He didn't know if he would ever find a wife.,He decided to start dating online.,James met a wonderful girl very quickly.,The two of them met and fell deeply in love.
e1a47627-5717-4e75-b702-ad626ba3f756,Edward,Edward was lonely and wanted a girlfriend so he started dating.,He went on a date with a girl named Joy.,Edward liked her but she didn't like him so he got angry at her.,Joy told Edward he had an anger problem and needed help.,Edward discovered his anger prevented him from finding love.
0e94d206-c6ee-4a37-a0ae-1e02eedab23f,Eddie is deported,Eddie was a Mexican immigrant.,He loved the USA like his own country.,He married a beautiful big boned woman from the states.,Eddie is sipping on a cold drink one day with his wife.,The Feds show up to Deport Eddie on an expired Visa.
f5c617da-464f-427d-a6fd-340d9358ea07,Running Scared,Kate was about to get married.,She had been having second thoughts on it.,On the day of the wedding she freaked out.,Kate literally ran out of the church.,She never went back.
d8d6800c-d96a-48eb-8334-1a6e3791be5f,Flowers to a Lost Love,Fred and Wilma broke up after a long relationship.,Fred started dating Betty but still loved Wilma.,"When Wilma's birthday came, Fred sent her a single red rose.",Betty found the florist receipt in Fred's pocket.,Betty broke up with Fred since she realized he loved someone else.
6694d675-3229-4cb8-a9c3-2637c10bdc29,Buying a Boat,Sam always wanted a boat.,After his divorce he decided to get one.,He didn't care much about price.,He bought one within a month.,Sam lived off of it for as long as possible.
42e42db7-17e4-493b-bd8d-d36d7fc1871d,Punched,The man punched a woman.,The woman fell down.,Neighbors called the cops.,The man went to jail.,The woman filed for divorce.
53f517df-44cc-4d6f-bb9f-0596cf9ae7e3,Intensive Care,My coworker Wendy's husband loved motorcycles.,One day his cycle slipped under a car.,He was severely injured and was in intensive care for awhile.,Luckily he recovered fully.,Wendy threatened divorce unless he got rid of the motorcycle.
cc732314-d8e9-4b91-adc7-85647082a38c,Lorrie files for divorce,Lorrie was outside trimming the hedges in her georgia home.,She went inside to grab a drink.,She heard a noise coming from the bedroom.,It was her husband lonnie with another woman.,Lorrie filed for divorce the day after.
5d4f49fc-46b1-4a71-a070-72806e9b3295,The new union.,Jack wanted to ask his girlfriend to marry him in a memorable way.,He enlisted his friends and family to help.,It took three months to coordinate everything.,On that special day Jack asked his girlfriend to marry him.,She immediately said yes which made it all worth it for Jack.
870bf0ee-8d27-4d8b-8097-25c64ca222f9,Wife of a Cop,Jennifer was married to a Chicago Cop.,Everyday her husband went to work she would worry for him.,Everyday when he got home she was very thankful.,She knew that he was out there doing to right thing.,The more she thought about it the more she was proud of her spouse.
c8376448-d17e-43c8-af6e-d1afbbd6a0e0,Jerry gets hurt,Jerry was dating a beautiful model.,Jerry never wanted it to end.,2 Months later he gets a phone call.,The girl had told Jerry they were better off friends.,Jerry cried himself to sleep.
23dde3c8-8a95-478c-8063-695ceb6ea288,Wedding Day,Today is the day of Maria's wedding.,"She is excited, in the morning she went and got her hair done.",At three pm she took a limo to the Church to marry her husband.,Maria and her new husband James looked great during their dance.,They left in the limo for the airport.
a8d27ed2-8746-4a05-98ce-681ca66f089f,Robin the lady,Robin was going through a  nasty divorce.,He was losing custody of his children.,He decided he needed to come up with a way to see his kids.,He decided to dress up and play as their nanny for hire.,Robin loved spending time with his kids even as someone else.
fd123299-9c96-4be6-8a04-8a06441ce0c5,Thank You Cards,Ashley just got married!,She realized that she now has to write all of the thank you notes.,Ashley had over two hundred people at her wedding.,She found out that Walgreens makes thank you cards in bulk.,She decided to go that route and have Walgreens do it!
